ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,Cooling Capacity (Btu/hr),Type,Reverse Cycle,Casement Window,Product Class,Variable Speed Compressor,Energy Efficiency Ratio (EER),Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Functionality,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier
2256963,Thermal Zone,WA48YREC,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,12/22/2015,12/22/2015,United States,ES_1108715_WA48YREC_12172015155607_3222467
2287355,Thermal Zone,WA48YRED,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,12/27/2016,12/27/2016,"United States, Canada",ES_1108715_WA48YRED_12292016090344_2224515
2262623,Toscana Air,57H-ID0-10CRN1/BCL0W,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-10CRN1/BCL0W_03182016212139_6099814
2262625,Toscana Air,57H-ID0-12CRN1/BCL0W,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-12CRN1/BCL0W_03182016212208_6128672
2309455,Toscana Air,57H-ID0-MWEUK10CRN1,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,01/15/2018,01/23/2018,"United States, Canada",ES_1127347_57H-ID0-MWEUK10CRN1_01242018142229_3749657
2309456,Toscana Air,57H-ID0-MWEUK12CRN1,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,01/23/2018,01/23/2018,"United States, Canada",ES_1127347_57H-ID0-MWEUK12CRN1_01242018142305_3785583
2331547,Toshiba,RAC-WK0811ESCWC,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,12/12/2018,12/13/2018,Canada,ES_1138537_RAC-WK0811ESCWC_12142018083456_6496182
2303494,Toshiba,RAC-WK0811ESCWU,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,500,No,,,,09/11/2017,09/11/2017,United States,ES_1138537_RAC-WK0811ESCWU_09122017081943_4383946
2303498,Toshiba,RAC-WK1011ESCWU,,10000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,625,No,,,,09/11/2017,09/11/2017,United States,ES_1138537_RAC-WK1011ESCWU_09122017081957_4397034
2303497,Toshiba,RAC-WK1211ESCWU,,12000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,,12,10,750,No,,,,09/11/2017,09/11/2017,United States,ES_1138537_RAC-WK1211ESCWU_09122017082008_4408556
2303496,Toshiba,RAC-WK1511ESCRU,,15100,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,960,No,,,,09/11/2017,09/11/2017,United States,ES_1138537_RAC-WK1511ESCRU_09122017082019_4419283
2303495,Toshiba,RAC-WK1821ESCRU,,18000,Window,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,,11.8,10,1144,No,,,,09/11/2017,09/11/2017,United States,ES_1138537_RAC-WK1821ESCRU_09122017082032_4432210
2335943,TOSOT,GJC08BS-A3NRNJ1B,,8000,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,500,No,,,,04/01/2019,04/03/2019,"United States, Canada",ES_1105164_GJC08BS-A3NRNJ1B_04032019093546_4146004
2335944,TOSOT,GJC10BR-A3NRNJ1C,,10200,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,638,No,,,,04/01/2019,04/03/2019,"United States, Canada",ES_1105164_GJC10BR-A3NRNJ1C_04032019095146_5106042
2335945,TOSOT,GJC12BR-A3NRNJ1C,,12100,Window,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,,12,10,756,No,,,,04/01/2019,04/03/2019,"United States, Canada",ES_1105164_GJC12BR-A3NRNJ1C_04032019095523_5323590
